Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
03-06-10,Salt Lake,White Pine,Natural,,unknown,300,800,Northwest,10300,"40.552679000000, -111.664953000000",,,,,,
03-06-10,Salt Lake,Cardiff Fork,Skier,Density Change,"10""",40,60,Northeast,10000,"0.000000000000, 0.000000000000",,,,,,
03-06-10,Salt Lake,Main Days,Unknown,,"12""",40,200,Northeast,10400,"40.605021000000, -111.643667000000",,,,,,
03-06-10,Salt Lake,Banana Days,Skier,New Snow/Old Snow Interface,"16""",30,300,Northeast,10200,"40.607371000000, -111.643925000000",,,,,,
03-05-10,Salt Lake,Hidden Canyon,Skier,New Snow/Old Snow Interface,"18""",80,Unknown,Northeast,9500,"40.599519000000, -111.572471000000",,,,,,
03-05-10,Salt Lake,Eeeny Meeny Miny Moe,Skier,Surface Hoar,"20""",100,900,Northeast,8900,"40.609489000000, -111.710186000000",2,1,,,,
03-05-10,Salt Lake,Big Water,Skier,Surface Hoar,2',200,Unknown,Northeast,8800,"0.000000000000, 0.000000000000",,,,,,
03-05-10,Salt Lake,Cardiff Peak,Skier,,"6""",50,Unknown,Southeast,9800,"0.000000000000, 0.000000000000",,,,,,
03-05-10,Logan,Dugway,Natural,Facets,"18""",Unknown,Unknown,West,6400,"41.826020000000, -111.598434000000",,,,,,
03-05-10,Salt Lake,Short Swing,Unknown,Surface Hoar,2',50,Unknown,North,9000,"40.649225000000, -111.622639000000",,,,,,
03-05-10,Logan,First Dam,Natural,,"12""",60,900,Southwest,5700,"41.738235000000, -111.783421000000",,,,,,
03-05-10,Logan,Oscar Mayer-east,Skier,Surface Hoar,"14""",100,300,North,8200,"41.713797000000, -111.735549000000",1,,,,,
03-05-10,Salt Lake,Broads Fork,Unknown,Surface Hoar,"18""",80,200,Northeast,8300,"0.000000000000, 0.000000000000",,,,,,
03-05-10,Salt Lake,Broads Fork,Unknown,Depth Hoar,2',20,80,Northeast,8800,"0.000000000000, 0.000000000000",,,,,,
03-05-10,Salt Lake,Lambs,Skier,Facets,2',70,125,Northwest,9000,"40.702556000000, -111.659430000000",,,,,,
03-03-10,Logan,Logan Canyon,Unknown,,"10""",Unknown,Unknown,North,5800,"41.832442000000, -111.593778000000",,,,,,
03-03-10,Salt Lake,Salt Lake,Skier,Surface Hoar,2',90,400,Northwest,9200,"0.000000000000, 0.000000000000",,,,,,
03-03-10,Logan,Green Canyon Mouth,Natural,,"12""",200,1000,North,6700,"41.763630000000, -111.765718000000",,,,,,
03-01-10,Provo,Miller Hill,Skier,Surface Hoar,"18""",60,500,Northeast,9500,"0.000000000000, 0.000000000000",,,,,,
03-01-10,Salt Lake,Monitors,Natural,,"8""",70,600,Southeast,9700,"40.642382000000, -111.576505000000",,,,,,
03-01-10,Logan,Mount Naomi Wilderness,Natural,,unknown,Unknown,Unknown,Southwest,Unknown,"41.844885000000, -111.719799000000",,,,,,
03-01-10,Salt Lake,Bells Canyon,Skier,Surface Hoar,2.5',70,500,Southwest,9200,"0.000000000000, 0.000000000000",2,1,,,,
02/28/2010,Salt Lake,Maybird Gulch,Skier,,"16""",Unknown,400,North,8600,"0.000000000000, 0.000000000000",,,,,,
02/28/2010,Provo,Mill Canyon Peak,Skier,,"18""",30,300,North,9800,"0.000000000000, 0.000000000000",,,,,,
02/28/2010,Salt Lake,Bonanza Flats,Skier,Surface Hoar,"12""",40,Unknown,Northeast,8600,"0.000000000000, 0.000000000000",,,,,,
02/28/2010,Salt Lake,Bonanza Flats,Skier,Surface Hoar,"12""",20,Unknown,North,8600,"0.000000000000, 0.000000000000",,,,,,
02/28/2010,Logan,Red Banks,Natural,,"12""",20,100,East,6500,"41.898763000000, -111.566334000000",,,,,,
02/28/2010,Uintas,Uintas,Snowmobiler,Surface Hoar,"12""",100,150,Northeast,10500,"40.838230000000, -111.013756000000",,,,,,
02/28/2010,Uintas,Uintas,Snowmobiler,Surface Hoar,"10""",70,200,North,10600,"40.845535000000, -111.017275000000",,,,,,
02/28/2010,Ogden,Mantua,Unknown,,"15""",100,Unknown,East,8100,"0.000000000000, 0.000000000000",1,1,1,,,
02/27/2010,Salt Lake,White Pine Canyon,Skier,,2',100,200,North,9900,"0.000000000000, 0.000000000000",,,,,,
02/27/2010,Salt Lake,Scotts Bluff,Skier,,"12""",80,400,East,10000,"0.000000000000, 0.000000000000",,,,,,
02/27/2010,Uintas,Uintas,Snowmobiler,,2',100,175,East,10200,"40.827060000000, -110.960369000000",,,,,,
02/27/2010,Uintas,Uintas,Skier,Depth Hoar,2.5',250,300,East,10800,"40.728527000000, -110.889988000000",,,,,,
02/27/2010,Salt Lake,Lambs Canyon,Skier,Surface Hoar,"20""",70,70,Northwest,8800,"0.000000000000, 0.000000000000",,,,,,
02/27/2010,Salt Lake,Lambs Canyon,Unknown,,unknown,Unknown,Unknown,Northeast,8800,"0.000000000000, 0.000000000000",,,,,,
02/27/2010,Salt Lake,Park City Ridgeline,Skier,Surface Hoar,"14""",40,400,Northeast,8800,"0.000000000000, 0.000000000000",,,,,,
02/27/2010,Logan,"South Fork, Millville Canyon",Snowmobiler,Surface Hoar,"12""",100,Unknown,Northeast,8000,"41.638924000000, -111.753144000000",,,,,,
02/27/2010,Salt Lake,west porter,Skier,,"12""",30,50,North,9600,"0.000000000000, 0.000000000000",,,,,,
02/27/2010,Salt Lake,Mt Aire,Skier,,"15""",Unknown,800,Northeast,8200,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,Pioneer Ridge,Skier,Surface Hoar,"20""",100,800,East,10200,"40.581888000000, -111.578221000000",1,1,1,,,
02/26/2010,Ogden,Taylor Canyon,Skier,Surface Hoar,"18""",500,1750,North,7500,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,Radar Love Bowl,Skier,New Snow/Old Snow Interface,"16""",Unknown,Unknown,Southeast,9700,"0.000000000000, 0.000000000000",2,2,,1,,
02/26/2010,Uintas,Duchesne Ridge,Snowmobiler,Depth Hoar,unknown,150,200,East,9800,"40.462556000000, -111.130443000000",1,1,1,,,
02/26/2010,Provo,Timpanogos,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,No No Name,Unknown,,unknown,600,500,East,9800,"40.631532000000, -111.564016000000",,,,,,
02/26/2010,Salt Lake,Mt Aire,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,Mineral Fork,Snowboarder,Surface Hoar,2',80,150,Northeast,9500,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,Igloo Chutes,Natural,,unknown,150,150,East,9000,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,Soldier Fork,Unknown,Surface Hoar,2',500,Unknown,Northeast,8900,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,MacDonalds Draw,Unknown,,"12""",Unknown,Unknown,East,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,Mary Chutes,Unknown,Surface Hoar,"18""",40,Unknown,,Unknown,"0.000000000000, 0.000000000000",1,1,,,,
02/26/2010,Logan,Whites Bedground Rd,Snowboarder,Surface Hoar,"12""",70,50,East,8100,"41.711431000000, -111.677699000000",,,,,,
02/26/2010,Ogden,Francis Peak,Snowmobiler,,3',100,Unknown,Northeast,Unknown,"41.022165000000, -111.831679000000",,,,,,
02/26/2010,Salt Lake,MacDonalds Draw,Skier,Surface Hoar,unknown,150,400,East,9000,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Logan,Big Kahuna,Natural,Surface Hoar,unknown,Unknown,1500,Northeast,8400,"41.693030000000, -112.026592000000",,,,,,
02/26/2010,Logan,Bird Canyon,Natural,Surface Hoar,"12""",Unknown,Unknown,East,Unknown,"41.687170000000, -112.021408000000",,,,,,
02/26/2010,Ogden,Ogden,Skier,Surface Hoar,"12""",50,60,East,8900,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Salt Lake,Salt Lake,Skier,New Snow,"4""",20,Unknown,Northeast,10700,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Provo,Timpanogos,Snowboarder,Surface Hoar,unknown,150,Unknown,Northeast,8700,"40.423004000000, -111.609249000000",,,,,,
02/26/2010,Salt Lake,Bountiful Ridge,Unknown,Surface Hoar,"15""",100,Unknown,,8400,"0.000000000000, 0.000000000000",,,,,,
02/26/2010,Ogden,Monte Cristo,Unknown,,unknown,Unknown,Unknown,,Unknown,"41.338412000000, -111.634741000000",1,1,,,,
02/26/2010,Salt Lake,Moonlight,Unknown,Depth Hoar,unknown,Unknown,Unknown,East,9000,"40.616489000000, -111.694294000000",,,,,,
02/25/2010,Salt Lake,Monitors,Skier,Surface Hoar,"15""",150,Unknown,North,9800,"40.630370000000, -111.570883000000",,,,,,
02/25/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,"12""",800,1500,Northwest,9700,"40.666870000000, -111.690445000000",,,,,,
02/25/2010,Salt Lake,Lake Desolation,Unknown,Surface Hoar,"20""",35,50,West,9200,"0.000000000000, 0.000000000000",,,,,,
02/25/2010,Salt Lake,Superior,Skier,New Snow,"8""",30,50,Southeast,10000,"40.593165000000, -111.660662000000",,,,,,
02/25/2010,Ogden,Ogden,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/25/2010,Salt Lake,West Willow,Skier,Surface Hoar,"18""",60,400,Northwest,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/25/2010,Salt Lake,Neffs,Unknown,Surface Hoar,"18""",200,Unknown,North,8100,"40.656225000000, -111.744819000000",,,,,,
02/25/2010,Uintas,Renee,Explosive,Facets,unknown,350,600,Northeast,10000,"40.832028000000, -111.024914000000",,,,,,
02/24/2010,Salt Lake,Mt Aire,Skier,Surface Hoar,"15""",300,1000,North,8300,"0.000000000000, 0.000000000000",,,,,,
02/24/2010,Salt Lake,Claytons,Skier,,"18""",20,100,North,9200,"0.000000000000, 0.000000000000",,,,,,
02/24/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,"12""",100,200,North,8500,"0.000000000000, 0.000000000000",,,,,,
02/24/2010,Salt Lake,Lambs Canyon,Skier,Surface Hoar,"18""",Unknown,Unknown,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/24/2010,Salt Lake,White Pine,Unknown,,"12""",60,300,Northwest,10000,"0.000000000000, 0.000000000000",,,,,,
02/24/2010,Salt Lake,Lake Desolation,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/23/2010,Skyline,South Lake Creek,Snowmobiler,Facets,"18""",600,Unknown,North,10000,"39.566643000000, -111.301212000000",1,1,,,,
02/23/2010,Salt Lake,Sun Dial,Unknown,Surface Hoar,"12""",100,200,North,9000,"0.000000000000, 0.000000000000",,,,,,
02/23/2010,Uintas,Uintas,Skier,Surface Hoar,"12""",70,200,North,10400,"40.844983000000, -110.998650000000",,,,,,
02/23/2010,Logan,Miller Bowl,Snowmobiler,Surface Hoar,"12""",35,200,North,8700,"41.886523000000, -111.646131000000",,,,,,
02/23/2010,Salt Lake,South Monitor,Skier,,"12""",150,300,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/23/2010,Provo,UFO Bowls,Unknown,Surface Hoar,"14""",100,800,Northeast,9800,"40.416796000000, -111.629634000000",2,2,1,,1,
02/23/2010,Salt Lake,Tolgate Canyon,Unknown,Surface Hoar,"14""",400,Unknown,Northeast,9200,"0.000000000000, 0.000000000000",,,,,,
02/23/2010,Salt Lake,Cardiff Peak,Unknown,,unknown,Unknown,Unknown,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Salt Lake,Lower  Days,Skier,Surface Hoar,"12""",200,50,Northeast,8600,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Salt Lake,Lower Mineral,Skier,Surface Hoar,"12""",80,Unknown,Northeast,9300,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Provo,Cascade,Skier,Surface Hoar,"18""",200,300,Northeast,9600,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Salt Lake,Lower Mineral,Skier,Surface Hoar,"16""",Unknown,Unknown,Northeast,9700,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Salt Lake,Main Days,Skier,Surface Hoar,"18""",40,Unknown,Northeast,9800,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Salt Lake,Lower  Days,Skier,Surface Hoar,"19""",45,Unknown,Northeast,8600,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Salt Lake,Days Headwall,Skier,Facets,"18""",80,Unknown,North,10200,"40.599775000000, -111.639607000000",,,,,,
02/22/2010,Salt Lake,Upper Mineral,Skier,Surface Hoar,"20""",60,60,North,9000,"0.000000000000, 0.000000000000",1,1,,,,
02/22/2010,Salt Lake,Days Headwall,Skier,Facets,unknown,90,Unknown,North,10200,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Salt Lake,Ontario Canyon,Skier,,"12""",40,Unknown,Northeast,9100,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Salt Lake,Pioneer Ridge,Snowboarder,,"12""",100,400,Southeast,10200,"40.582280000000, -111.578135000000",,,,,,
02/22/2010,Salt Lake,Maybird Gulch,Skier,,"12""",50,200,Northeast,8800,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Ogden,Ben Lomond,Skier,Surface Hoar,"12""",100,500,Northeast,7800,"0.000000000000, 0.000000000000",,,,,,
02/22/2010,Logan,Green Canyon,Skier,Surface Hoar,"12""",45,100,Northwest,8200,"41.796144000000, -111.696281000000",1,1,1,,,
02/22/2010,Salt Lake,Sound of Music,Skier,,unknown,Unknown,Unknown,East,9200,"0.000000000000, 0.000000000000",1,1,,,1,
02/21/2010,Salt Lake,Neffs,Skier,Surface Hoar,"18""",80,300,Northwest,9400,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Salt Lake,Hidden Canyon,Skier,Surface Hoar,"10""",20,30,North,9400,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Provo,Arrowhead Slide Path,Natural,Surface Hoar,unknown,800,2000,Northwest,11200,"38.500792000000, -109.252167000000",,,,,,
02/21/2010,Salt Lake,lake Peak,Skier,,"12""",40,100,Northeast,Unknown,"0.000000000000, 0.000000000000",1,1,1,,,
02/21/2010,Salt Lake,Upper Mill Creek,Skier,Surface Hoar,"12""",40,100,North,Unknown,"40.669762000000, -111.604374000000",,,,,,
02/21/2010,Salt Lake,Toll Canyon,Skier,Surface Hoar,unknown,Unknown,60,North,7600,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Logan,Lower Steep Hollow ridge,Snowmobiler,Surface Hoar,"16""",125,Unknown,Northeast,7500,"41.959517000000, -111.596499000000",,,,,,
02/21/2010,Salt Lake,Butler Fork,Unknown,Surface Hoar,"12""",80,250,North,8800,"0.000000000000, 0.000000000000",1,1,1,,,
02/21/2010,Moab,North Ridge of Tukunikuvatz,Natural,New Snow,unknown,Unknown,Unknown,Northwest,11400,"38.444615000000, -109.257746000000",,,,,,
02/21/2010,Salt Lake,Flanigans,Skier,,"12""",50,Unknown,Northwest,9400,"40.607209000000, -111.618261000000",,,,,,
02/21/2010,Moab,Middle Cirque,Natural,New Snow/Old Snow Interface,4',500,700,Northeast,11300,"38.444380000000, -109.255557000000",,,,,,
02/21/2010,Salt Lake,Wilson Glade,Skier,Surface Hoar,"10""",80,Unknown,Northeast,9000,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Abajo,East Face,Natural,New Snow/Old Snow Interface,unknown,300,1000,East,10200,"37.809241000000, -109.450092000000",,,,,,
02/21/2010,Salt Lake,Meadows,Unknown,,"12""",40,200,North,9600,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Abajo,SE face,Natural,New Snow/Old Snow Interface,unknown,600,1250,Southeast,11100,"37.838191000000, -109.461894000000",,,,,,
02/21/2010,Salt Lake,Porter Fork,Natural,,2',Unknown,Unknown,West,9000,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Salt Lake,Porter Fork,Skier,Surface Hoar,2',50,150,West,8600,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Ogden,Ogden Mountains,Snowmobiler,Surface Hoar,"12""",Unknown,100,Northeast,9200,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Logan,Cornice Ridge,Snowmobiler,New Snow/Old Snow Interface,"19""",50,200,Northeast,9400,"41.893476000000, -111.663687000000",,,,,,
02/21/2010,Provo,Provo,Unknown,Depth Hoar,3',50,Unknown,East,9700,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Ogden,Ogden,Skier,New Snow/Old Snow Interface,"16""",60,2000,Northeast,8900,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Provo,Bearclaw,Unknown,Depth Hoar,unknown,50,Unknown,East,9700,"40.375778000000, -111.612296000000",,,,,,
02/21/2010,Salt Lake,Park City Ridgeline,Unknown,Surface Hoar,"12""",40,Unknown,North,8600,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Salt Lake,Yellow Jacket,Skier,Surface Hoar,"18""",30,Unknown,West,8800,"0.000000000000, 0.000000000000",,,,,,
02/21/2010,Salt Lake,Thomas Fork,Natural,,unknown,Unknown,Unknown,Northeast,9200,"0.000000000000, 0.000000000000",,,,,,
02/20/2010,Ogden,Snowbasin Backcountry,Snowboarder,,"18""",60,800,North,9400,"0.000000000000, 0.000000000000",1,1,,,,
02/20/2010,Uintas,Bald Mtn Pass,Natural,,"12""",100,350,South,11400,"40.692901000000, -110.906678000000",,,,,,
02/20/2010,Salt Lake,Little Pine,Skier,,unknown,Unknown,2500,,10400,"0.000000000000, 0.000000000000",,,,,,
02/20/2010,Moab,Moab,Unknown,New Snow,2.5',1/4 mile,1000,North,11200,"38.451169000000, -109.264612000000",,,,,,
02/20/2010,Moab,Gravel Pit Lanes,Unknown,New Snow,3',1/4 mile,1500,Northeast,11600,"38.447405000000, -109.263797000000",,,,,,
02/20/2010,Salt Lake,Salt Lake,Skier,Surface Hoar,"12""",200,Unknown,Northwest,9600,"40.603787000000, -111.567707000000",,,,,,
02/20/2010,Salt Lake,Toledo Peak,Skier,,"12""",60,800,Northwest,10200,"40.597592000000, -111.649585000000",,,,,,
02/20/2010,Moab,Upper Horse Creek,Natural,New Snow/Old Snow Interface,4.5',3/4 mile,Unknown,Northeast,12000,"38.455807000000, -109.239292000000",,,,,,
02/20/2010,Salt Lake,Cardiff Peak,Unknown,,"14""",70,400,North,10100,"40.595381000000, -111.652679000000",,,,,,
02/20/2010,Logan,Lookout Peak,Skier,Surface Hoar,"15""",90,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/20/2010,Salt Lake,Mineral Fork,Skier,Surface Hoar,"15""",125,150,North,9200,"0.000000000000, 0.000000000000",,,,,,
02/20/2010,Salt Lake,Lambs Canyon,Skier,Surface Hoar,"12""",150,300,Northeast,8900,"0.000000000000, 0.000000000000",,,,,,
02/20/2010,Salt Lake,Montreal Hill,Skier,,"18""",70,Unknown,North,Unknown,"40.612324000000, -111.662421000000",,,,,,
02/20/2010,Salt Lake,Argenta,Skier,,"12""",100,Unknown,Northeast,8800,"0.000000000000, 0.000000000000",,,,,,
02/20/2010,Salt Lake,Park City Ridgeline,Skier,Surface Hoar,"12""",Unknown,Unknown,North,8700,"0.000000000000, 0.000000000000",,,,,,
02/20/2010,Salt Lake,Argenta Chutes,Skier,Surface Hoar,"14""",125,1250,North,8400,"0.000000000000, 0.000000000000",,,,,,
02/19/2010,Uintas,Super Bowl,Snowmobiler,Depth Hoar,3',250,300,Northeast,10000,"40.802863000000, -110.970325000000",,,,,,
02/19/2010,Logan,Naomi Trail,Snowmobiler,Surface Hoar,"18""",50,50,East,8400,"41.901601000000, -111.646066000000",,,,,,
02/19/2010,Salt Lake,Silver Fork,Unknown,New Snow/Old Snow Interface,"12""",60,500,North,9900,"0.000000000000, 0.000000000000",,,,,,
02/19/2010,Logan,Hunters Cave,Snowmobiler,,"20""",400,250,East,9200,"41.910294000000, -111.663537000000",,,,,,
02/19/2010,Salt Lake,Little Water Peak,Skier,Surface Hoar,"10""",150,Unknown,North,9600,"0.000000000000, 0.000000000000",,,,,,
02/19/2010,Ogden,Cutler Ridge,Unknown,Surface Hoar,unknown,Unknown,Unknown,Northeast,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/19/2010,Salt Lake,Millicent Back Bowl,Natural,New Snow/Old Snow Interface,unknown,45,250,Northeast,10200,"0.000000000000, 0.000000000000",,,,,,
02/19/2010,Salt Lake,Cardiac Ridge,Skier,Facets,"15""",175,250,Northeast,10100,"40.598053000000, -111.665125000000",,,,,,
02/19/2010,Salt Lake,Toledo Bowl,Skier,,"12""",70,Unknown,South,9700,"40.596391000000, -111.642637000000",,,,,,
02/19/2010,Logan,Cougar Peak,Natural,Facets,unknown,Unknown,Unknown,West,9300,"41.912114000000, -111.719713000000",,,,,,
02/19/2010,Salt Lake,Lower Mineral,Skier,Surface Hoar,"10""",50,50,Northeast,9000,"40.618839000000, -111.689329000000",,,,,,
02/19/2010,Logan,Pt. 9421,Natural,Facets,unknown,Unknown,2000,East,9200,"41.934370000000, -111.704993000000",,,,,,
02/19/2010,Salt Lake,Broads Fork,Natural,Surface Hoar,3',200,400,Northeast,9500,"40.601832000000, -111.719456000000",,,,,,
02/18/2010,Salt Lake,Reed and Benson Ridge,Skier,Surface Hoar,"4""",50,1000,Northwest,9300,"40.615451000000, -111.647530000000",,,,,,
02/18/2010,Ogden,Coldwater Canyon,Unknown,,"12""",30,Unknown,North,9000,"0.000000000000, 0.000000000000",,,,,,
02/18/2010,Salt Lake,Lambs,Skier,Surface Hoar,"12""",500,500,,Unknown,"40.719355000000, -111.687613000000",1,1,,,,
02/18/2010,Salt Lake,Porter Fork,Unknown,,unknown,Unknown,Unknown,,Unknown,"40.664071000000, -111.720572000000",,,,,,
02/18/2010,Salt Lake,Millicent Back Bowl,Unknown,,2',60,Unknown,Northeast,9900,"40.588700000000, -111.601439000000",1,1,1,,,
02/18/2010,Salt Lake,Park City Ridgeline,Unknown,Surface Hoar,"8""",80,Unknown,Northeast,8800,"0.000000000000, 0.000000000000",,,,,,
02/18/2010,Salt Lake,Pioneer Ridge,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/17/2010,Salt Lake,Scotties Bowl,Unknown,Surface Hoar,"18""",100,Unknown,North,9300,"40.565753000000, -111.675382000000",,,,,,
02/17/2010,Salt Lake,Little Water Peak,Skier,Surface Hoar,"12""",250,Unknown,North,9400,"40.673380000000, -111.627917000000",,,,,,
02/17/2010,Salt Lake,Intermediate Ridge,Skier,Surface Hoar,"10""",20,Unknown,Northeast,9800,"40.599482000000, -111.654362000000",1,,,,,
02/17/2010,Salt Lake,Days Fork,Skier,,"12""",80,Unknown,East,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/17/2010,Logan,Dog Leg,Unknown,,"8""",30,50,North,8800,"41.678928000000, -111.728717000000",,,,,,
02/17/2010,Salt Lake,Figure 8 Hill,Unknown,Surface Hoar,2',80,Unknown,Northeast,9700,"40.593197000000, -111.604958000000",1,1,1,,,
02/17/2010,Provo,Ant Knolls,Skier,Surface Hoar,"12""",100,700,Northeast,9700,"0.000000000000, 0.000000000000",,,,,,
02/16/2010,Salt Lake,Cottonwood Draw,Natural,,unknown,800,Unknown,Southeast,9600,"0.000000000000, 0.000000000000",,,,,,
02/16/2010,Salt Lake,Hellgate,Natural,,unknown,Unknown,Unknown,Southeast,9600,"0.000000000000, 0.000000000000",,,,,,
02/16/2010,Salt Lake,Two Trees,Skier,,"12""",300,Unknown,Southeast,10000,"40.593481000000, -111.657306000000",,,,,,
02/16/2010,Salt Lake,Twin Lakes Pass,Unknown,Surface Hoar,2',70,100,Northeast,10100,"40.593523000000, -111.608090000000",,,,,,
02/16/2010,Salt Lake,Salt Lake,Skier,Surface Hoar,"12""",40,150,Northwest,10000,"40.581758000000, -111.581655000000",,,,,,
02/16/2010,Salt Lake,Cardiac Ridge,Natural,,"12""",150,600,Southeast,10400,"40.601888000000, -111.667777000000",,,,,,
02/16/2010,Salt Lake,Mt. Aire,Skier,Surface Hoar,"12""",350,450,North,8500,"40.717144000000, -111.680617000000",,,,,,
02/16/2010,Salt Lake,Alexander Basin,Skier,Facets,"8""",Unknown,Unknown,North,9600,"0.000000000000, 0.000000000000",,,,,,
02/16/2010,Salt Lake,Georges Bowl,Unknown,Surface Hoar,"18""",40,80,Northeast,Unknown,"40.622091000000, -111.666378000000",,,,,,
02/16/2010,Provo,Dry Fork,Unknown,,"16""",150,175,East,9700,"0.000000000000, 0.000000000000",1,,,,,
02/16/2010,Salt Lake,Salt Lake,Unknown,Facets,unknown,Unknown,Unknown,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/15/2010,Logan,Tab Hollow,Skier,Surface Hoar,"12""",150,200,Northeast,8200,"41.787697000000, -111.687784000000",1,,,,,
02/15/2010,Logan,Wood Camp,Natural,Surface Hoar,"12""",Unknown,Unknown,Northeast,8200,"0.000000000000, 0.000000000000",,,,,,
02/15/2010,Logan,First Waterfall Hollow,Snowmobiler,Surface Hoar,2.5',350,600,North,8600,"41.679249000000, -111.748715000000",,,,,,
02/15/2010,Uintas,Uintas,Natural,,2',50,500,Northwest,Unknown,"40.810171000000, -110.956421000000",,,,,,
02/15/2010,Salt Lake,White Pine Trees,Snowboarder,,"18""",80,250,North,8700,"41.919292000000, -111.644790000000",,,,,,
02/15/2010,Salt Lake,Figure 8 Hill,Skier,Surface Hoar,unknown,50,80,Northeast,9700,"0.000000000000, 0.000000000000",,,,,,
02/15/2010,Salt Lake,Porter Fork,Unknown,Surface Hoar,"10""",500,1000,Northwest,9500,"0.000000000000, 0.000000000000",,,,,,
02/15/2010,Logan,Tab Hollow,Skier,Surface Hoar,"18""",100,Unknown,North,8500,"41.784561000000, -111.686497000000",,,,,,
02/15/2010,Logan,Beginner Ridge exit,Natural,Surface Hoar,"12""",125,250,North,8400,"41.888094000000, -111.640792000000",,,,,,
02/14/2010,Salt Lake,Little Water,Skier,Surface Hoar,"12""",175,100,North,9400,"0.000000000000, 0.000000000000",,,,,,
02/14/2010,Salt Lake,Home Run,Unknown,,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/14/2010,Salt Lake,Moonrocks,Natural,,2',150,150,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/14/2010,Salt Lake,Meadows,Skier,Surface Hoar,"7""",30,100,Northeast,9600,"0.000000000000, 0.000000000000",,,,,,
02/14/2010,Provo,Major Evans Gulch,Skier,,2',Unknown,200,East,10400,"40.542168000000, -111.643702000000",,,,,,
02/14/2010,Logan,South Fork,Skier,Surface Hoar,unknown,Unknown,Unknown,,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/14/2010,Salt Lake,Flagstaff Gully,Skier,,"15""",80,Unknown,Southeast,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/14/2010,Logan,Hells Canyon,Skier,Surface Hoar,unknown,20,300,North,9200,"0.000000000000, 0.000000000000",,,,,,
02/14/2010,Salt Lake,Soldier Fork,Unknown,Surface Hoar,unknown,Unknown,Unknown,Southeast,9000,"40.673217000000, -111.651049000000",,,,,,
02/14/2010,Salt Lake,Lower Mineral,Skier,Surface Hoar,unknown,90,300,North,Unknown,"0.000000000000, 0.000000000000",,,,,,
02/14/2010,Salt Lake,Park City Ridgeline,Skier,Surface Hoar,"12""",200,Unknown,Northeast,9700,"0.000000000000, 0.000000000000",,,,,,
