STATION,DATE,AWND,WSFI
GHCND:USS0011J69S,20110318,2.24,8.7
GHCND:USS0011J69S,20110319,2.91,23.7
GHCND:USS0011J69S,20110320,1.79,11.2
GHCND:USS0011J69S,20110321,3.36,16.1
GHCND:USS0011J69S,20110322,4.25,15.2
GHCND:USS0011J69S,20110323,2.24,11.9
GHCND:USS0011J69S,20110324,2.91,13.9
GHCND:USS0011J69S,20110325,3.13,14.1
GHCND:USS0011J69S,20110326,1.79,8.9
GHCND:USS0011J69S,20110327,3.36,12.5
GHCND:USS0011J69S,20110328,3.58,17.9
GHCND:USS0011J69S,20110329,2.68,9.2
GHCND:USS0011J69S,20110330,2.46,13.4
GHCND:USS0011J69S,20110331,3.58,15.9
GHCND:USS0011J69S,20110401,3.13,11.4
GHCND:USS0011J69S,20110402,3.13,18.1
GHCND:USS0011J69S,20110403,1.34,12.5
GHCND:USS0011J69S,20110404,2.46,11.0
GHCND:USS0011J69S,20110405,2.68,16.6
GHCND:USS0011J69S,20110406,1.79,11.6
GHCND:USS0011J69S,20110407,1.79,17.4
GHCND:USS0011J69S,20110408,0.89,8.5
GHCND:USS0011J69S,20110409,2.46,12.3
GHCND:USS0011J69S,20110410,3.13,15.0
GHCND:USS0011J69S,20110411,2.01,4.7
GHCND:USS0011J69S,20110412,2.01,9.2
GHCND:USS0011J69S,20110413,3.36,22.6
GHCND:USS0011J69S,20110414,3.58,16.6
GHCND:USS0011J69S,20110415,2.46,10.1
GHCND:USS0011J69S,20110416,2.91,13.6
GHCND:USS0011J69S,20110417,2.68,14.5
GHCND:USS0011J69S,20110418,2.24,13.0
GHCND:USS0011J69S,20110419,2.91,18.8
GHCND:USS0011J69S,20110420,2.01,11.0
GHCND:USS0011J69S,20110421,4.25,25.3
GHCND:USS0011J69S,20110422,2.91,13.2
GHCND:USS0011J69S,20110423,1.57,7.6
GHCND:USS0011J69S,20110424,2.01,9.2
GHCND:USS0011J69S,20110425,3.58,17.0
GHCND:USS0011J69S,20110427,2.91,12.8
GHCND:USS0011J69S,20110428,3.58,15.7
GHCND:USS0011J69S,20110429,3.80,16.1
GHCND:USS0011J69S,20110430,2.68,11.4
GHCND:USS0011J69S,20110501,2.91,16.1
GHCND:USS0011J69S,20110502,2.91,11.6
GHCND:USS0011J69S,20110503,2.91,15.2
GHCND:USS0011J69S,20110504,3.13,14.8
GHCND:USS0011J69S,20110505,3.58,15.2
GHCND:USS0011J69S,20110506,3.80,13.4
GHCND:USS0011J69S,20110507,3.58,11.6
GHCND:USS0011J69S,20110508,2.24,11.9
GHCND:USS0011J69S,20110509,1.79,11.6
GHCND:USS0011J69S,20110510,1.57,7.8
GHCND:USS0011J69S,20110511,2.24,12.8
GHCND:USS0011J69S,20110512,2.91,11.4
GHCND:USS0011J69S,20110513,3.13,8.1
GHCND:USS0011J69S,20110514,2.46,11.2
GHCND:USS0011J69S,20110515,3.80,16.6
GHCND:USS0011J69S,20110516,2.24,13.2
GHCND:USS0011J69S,20110517,0.89,6.9
GHCND:USS0011J69S,20110519,0.89,8.1
GHCND:USS0011J69S,20110520,2.01,14.3
GHCND:USS0011J69S,20110521,3.36,13.9
GHCND:USS0011J69S,20110522,2.91,11.6
GHCND:USS0011J69S,20110523,2.24,16.8
GHCND:USS0011J69S,20110524,3.36,18.8
GHCND:USS0011J69S,20110525,3.13,11.0
GHCND:USS0011J69S,20110526,3.80,22.8
GHCND:USS0011J69S,20110527,2.91,13.9
GHCND:USS0011J69S,20110528,2.24,11.0
GHCND:USS0011J69S,20110529,1.34,11.0
GHCND:USS0011J69S,20110530,2.46,13.2
GHCND:USS0011J69S,20110531,3.13,11.6
GHCND:USS0011J69S,20110601,3.13,14.1
GHCND:USS0011J69S,20110602,3.58,14.3
GHCND:USS0011J69S,20110603,2.46,9.2
GHCND:USS0011J69S,20110604,2.91,11.6
GHCND:USS0011J69S,20110605,4.25,14.3
GHCND:USS0011J69S,20110606,3.80,22.1
GHCND:USS0011J69S,20110607,3.13,11.6
GHCND:USS0011J69S,20110608,3.36,20.6
GHCND:USS0011J69S,20110609,3.36,17.9
GHCND:USS0011J69S,20110610,2.91,10.7
GHCND:USS0011J69S,20110611,3.13,13.6
GHCND:USS0011J69S,20110612,3.13,11.4
GHCND:USS0011J69S,20110613,3.36,13.2
GHCND:USS0011J69S,20110614,3.36,12.3
GHCND:USS0011J69S,20110615,3.36,11.2
GHCND:USS0011J69S,20110616,3.13,17.0
GHCND:USS0011J69S,20110617,3.36,11.4
GHCND:USS0011J69S,20110618,3.13,19.7
GHCND:USS0011J69S,20110619,1.79,12.5
GHCND:USS0011J69S,20110620,2.91,11.9
GHCND:USS0011J69S,20110621,3.13,11.4
GHCND:USS0011J69S,20110622,3.36,11.4
GHCND:USS0011J69S,20110623,3.36,14.1
GHCND:USS0011J69S,20110624,3.36,11.4
GHCND:USS0011J69S,20110625,3.13,12.3
GHCND:USS0011J69S,20110626,2.91,13.0
GHCND:USS0011J69S,20110627,2.91,10.1
GHCND:USS0011J69S,20110628,3.13,13.2
GHCND:USS0011J69S,20110629,2.68,20.4
GHCND:USS0011J69S,20110630,2.91,13.2
GHCND:USS0011J69S,20110701,2.91,9.8
GHCND:USS0011J69S,20110702,2.68,9.6
GHCND:USS0011J69S,20110703,3.13,11.2
GHCND:USS0011J69S,20110704,2.01,10.5
GHCND:USS0011J69S,20110705,1.79,10.3
GHCND:USS0011J69S,20110706,2.46,8.7
GHCND:USS0011J69S,20110707,2.01,10.7
GHCND:USS0011J69S,20110708,2.24,8.5
GHCND:USS0011J69S,20110709,2.46,17.4
GHCND:USS0011J69S,20110710,2.01,13.9
GHCND:USS0011J69S,20110711,2.24,9.8
GHCND:USS0011J69S,20110712,2.24,8.5
GHCND:USS0011J69S,20110713,2.68,13.0
GHCND:USS0011J69S,20110714,3.36,13.2
GHCND:USS0011J69S,20110715,3.58,15.4
GHCND:USS0011J69S,20110716,3.58,18.8
GHCND:USS0011J69S,20110717,2.68,13.2
GHCND:USS0011J69S,20110718,1.57,9.2
GHCND:USS0011J69S,20110719,2.46,25.1
GHCND:USS0011J69S,20110720,3.13,10.1
GHCND:USS0011J69S,20110721,3.13,8.9
GHCND:USS0011J69S,20110722,3.36,12.3
GHCND:USS0011J69S,20110723,2.91,8.5
GHCND:USS0011J69S,20110724,3.13,9.8
GHCND:USS0011J69S,20110725,2.24,12.3
GHCND:USS0011J69S,20110726,2.68,11.4
GHCND:USS0011J69S,20110727,2.68,9.6
GHCND:USS0011J69S,20110728,2.91,8.3
GHCND:USS0011J69S,20110729,2.91,9.8
GHCND:USS0011J69S,20110730,2.24,11.4
GHCND:USS0011J69S,20110731,2.01,10.5
GHCND:USS0011J69S,20110801,2.46,11.2
GHCND:USS0011J69S,20110802,2.68,16.3
GHCND:USS0011J69S,20110803,2.68,10.7
GHCND:USS0011J69S,20110804,2.46,8.5
GHCND:USS0011J69S,20110805,3.13,11.6
GHCND:USS0011J69S,20110806,3.36,13.6
GHCND:USS0011J69S,20110807,3.36,11.4
GHCND:USS0011J69S,20110808,2.91,9.4
GHCND:USS0011J69S,20110809,3.13,10.5
GHCND:USS0011J69S,20110810,2.91,8.5
GHCND:USS0011J69S,20110811,3.13,11.0
GHCND:USS0011J69S,20110812,2.91,8.7
GHCND:USS0011J69S,20110813,2.68,10.5
GHCND:USS0011J69S,20110814,2.24,16.6
GHCND:USS0011J69S,20110815,2.68,13.6
GHCND:USS0011J69S,20110816,2.46,8.5
GHCND:USS0011J69S,20110817,3.13,9.4
GHCND:USS0011J69S,20110818,3.13,7.2
GHCND:USS0011J69S,20110819,2.68,10.7
GHCND:USS0011J69S,20110820,2.68,11.9
GHCND:USS0011J69S,20110821,3.13,11.4
GHCND:USS0011J69S,20110822,3.13,11.2
GHCND:USS0011J69S,20110823,2.91,9.4
GHCND:USS0011J69S,20110824,2.91,9.4
GHCND:USS0011J69S,20110825,2.91,9.8
GHCND:USS0011J69S,20110826,2.91,10.3
GHCND:USS0011J69S,20110827,2.91,11.2
GHCND:USS0011J69S,20110828,2.24,12.3
GHCND:USS0011J69S,20110829,2.46,10.5
GHCND:USS0011J69S,20110830,2.91,14.1
GHCND:USS0011J69S,20110831,4.25,19.0
GHCND:USS0011J69S,20110901,3.36,12.5
GHCND:USS0011J69S,20110902,3.13,11.0
GHCND:USS0011J69S,20110903,3.13,9.8
GHCND:USS0011J69S,20110904,2.91,9.8
GHCND:USS0011J69S,20110905,2.68,14.3
GHCND:USS0011J69S,20110906,2.24,9.6
GHCND:USS0011J69S,20110907,2.01,12.5
GHCND:USS0011J69S,20110908,2.68,13.9
GHCND:USS0011J69S,20110909,2.46,9.8
GHCND:USS0011J69S,20110910,2.46,14.3
GHCND:USS0011J69S,20110911,2.46,11.0
GHCND:USS0011J69S,20110912,2.91,12.3
GHCND:USS0011J69S,20110913,2.91,11.0
GHCND:USS0011J69S,20110914,2.46,8.7
GHCND:USS0011J69S,20110915,2.68,9.8
GHCND:USS0011J69S,20110916,2.46,15.7
GHCND:USS0011J69S,20110917,2.24,11.6
GHCND:USS0011J69S,20110918,2.91,10.3
GHCND:USS0011J69S,20110919,3.13,13.2
GHCND:USS0011J69S,20110920,2.91,11.9
GHCND:USS0011J69S,20110921,2.91,12.1
GHCND:USS0011J69S,20110922,3.13,13.6
GHCND:USS0011J69S,20110923,3.13,11.0
GHCND:USS0011J69S,20110924,3.13,9.2
GHCND:USS0011J69S,20110925,3.36,12.3
GHCND:USS0011J69S,20110926,2.91,8.3
GHCND:USS0011J69S,20110927,2.91,10.5
GHCND:USS0011J69S,20110928,3.13,10.1
GHCND:USS0011J69S,20110929,2.91,8.5
GHCND:USS0011J69S,20110930,3.13,8.5
GHCND:USS0011J69S,20111001,3.58,15.0
GHCND:USS0011J69S,20111002,3.36,16.8
GHCND:USS0011J69S,20111003,2.91,14.3
GHCND:USS0011J69S,20111004,2.24,20.1
GHCND:USS0011J69S,20111005,1.79,22.1
GHCND:USS0011J69S,20111006,0.00,0.0
GHCND:USS0011J69S,20111007,0.00,0.0
GHCND:USS0011J69S,20111008,0.89,7.2
GHCND:USS0011J69S,20111009,2.01,6.5
GHCND:USS0011J69S,20111010,2.24,11.4
GHCND:USS0011J69S,20111011,2.24,13.0
GHCND:USS0011J69S,20111012,2.68,9.4
GHCND:USS0011J69S,20111013,2.91,6.7
GHCND:USS0011J69S,20111014,3.13,8.1
GHCND:USS0011J69S,20111015,3.13,8.7
GHCND:USS0011J69S,20111016,2.91,17.4
GHCND:USS0011J69S,20111017,2.24,11.9
GHCND:USS0011J69S,20111018,2.68,7.8
GHCND:USS0011J69S,20111019,2.91,8.5
GHCND:USS0011J69S,20111020,2.91,8.3
GHCND:USS0011J69S,20111021,2.91,9.2
GHCND:USS0011J69S,20111022,2.91,8.5
GHCND:USS0011J69S,20111023,2.91,6.5
GHCND:USS0011J69S,20111024,2.91,13.9
GHCND:USS0011J69S,20111025,1.79,8.5
GHCND:USS0011J69S,20111026,2.01,10.5
GHCND:USS0011J69S,20111027,2.46,8.3
GHCND:USS0011J69S,20111028,2.91,7.6
GHCND:USS0011J69S,20111029,2.91,13.2
GHCND:USS0011J69S,20111030,2.91,8.1
GHCND:USS0011J69S,20111031,2.91,9.4
GHCND:USS0011J69S,20111101,2.01,12.1
GHCND:USS0011J69S,20111102,1.79,7.6
GHCND:USS0011J69S,20111103,2.91,10.1
GHCND:USS0011J69S,20111104,2.91,16.1
GHCND:USS0011J69S,20111105,2.91,14.3
GHCND:USS0011J69S,20111106,1.12,7.2
GHCND:USS0011J69S,20111107,1.34,8.3
GHCND:USS0011J69S,20111108,2.01,6.7
GHCND:USS0011J69S,20111109,2.68,6.5
GHCND:USS0011J69S,20111110,3.13,6.7
GHCND:USS0011J69S,20111111,2.91,11.6
GHCND:USS0011J69S,20111112,3.80,23.0
GHCND:USS0011J69S,20111113,3.36,16.6
GHCND:USS0011J69S,20111114,3.36,18.1
GHCND:USS0011J69S,20111115,2.68,12.3
GHCND:USS0011J69S,20111116,2.24,8.9
GHCND:USS0011J69S,20111117,3.13,12.3
GHCND:USS0011J69S,20111118,3.80,15.9
GHCND:USS0011J69S,20111119,2.68,17.0
GHCND:USS0011J69S,20111120,2.01,7.6
GHCND:USS0011J69S,20111121,1.34,12.3
GHCND:USS0011J69S,20111122,2.68,7.2
GHCND:USS0011J69S,20111123,3.36,6.5
GHCND:USS0011J69S,20111124,2.91,10.3
GHCND:USS0011J69S,20111125,3.58,21.0
GHCND:USS0011J69S,20111126,2.91,5.1
GHCND:USS0011J69S,20111127,3.58,5.6
GHCND:USS0011J69S,20111128,2.91,5.6
GHCND:USS0011J69S,20111129,2.91,10.3
GHCND:USS0011J69S,20111130,2.46,13.2
GHCND:USS0011J69S,20111201,5.14,20.4
GHCND:USS0011J69S,20111202,2.01,11.6
GHCND:USS0011J69S,20111203,2.46,15.9
GHCND:USS0011J69S,20111204,2.01,16.6
GHCND:USS0011J69S,20111205,2.68,12.1
GHCND:USS0011J69S,20111206,2.68,5.4
GHCND:USS0011J69S,20111207,2.91,4.7
GHCND:USS0011J69S,20111208,2.68,4.7
GHCND:USS0011J69S,20111209,2.91,5.1
GHCND:USS0011J69S,20111210,3.13,5.4
GHCND:USS0011J69S,20111211,2.91,8.9
GHCND:USS0011J69S,20111212,1.79,8.1
GHCND:USS0011J69S,20111213,1.57,9.2
GHCND:USS0011J69S,20111214,2.01,7.6
GHCND:USS0011J69S,20111215,2.68,5.8
GHCND:USS0011J69S,20111216,2.01,5.4
GHCND:USS0011J69S,20111217,2.01,8.9
GHCND:USS0011J69S,20111218,2.91,8.3
GHCND:USS0011J69S,20111219,1.79,12.3
GHCND:USS0011J69S,20111220,1.79,7.8
GHCND:USS0011J69S,20111221,2.91,15.9
GHCND:USS0011J69S,20111222,2.01,9.8
GHCND:USS0011J69S,20111223,3.13,5.4
GHCND:USS0011J69S,20111224,2.91,5.1
GHCND:USS0011J69S,20111225,2.68,4.9
GHCND:USS0011J69S,20111226,3.13,10.5
GHCND:USS0011J69S,20111227,3.13,11.4
GHCND:USS0011J69S,20111228,2.24,10.1
GHCND:USS0011J69S,20111229,2.91,17.7
GHCND:USS0011J69S,20111230,3.36,29.5
GHCND:USS0011J69S,20111231,4.03,20.1
GHCND:USS0011J69S,20120101,3.58,5.6
GHCND:USS0011J69S,20120102,3.58,5.6
GHCND:USS0011J69S,20120103,3.13,5.6
GHCND:USS0011J69S,20120104,3.58,5.4
GHCND:USS0011J69S,20120105,3.36,5.6
GHCND:USS0011J69S,20120106,2.46,5.8
GHCND:USS0011J69S,20120107,2.01,8.9
GHCND:USS0011J69S,20120108,1.79,7.4
GHCND:USS0011J69S,20120109,2.24,4.5
GHCND:USS0011J69S,20120110,2.46,9.6
GHCND:USS0011J69S,20120111,2.46,12.3
GHCND:USS0011J69S,20120112,3.13,5.4
GHCND:USS0011J69S,20120113,2.91,7.4
GHCND:USS0011J69S,20120114,3.13,11.6
GHCND:USS0011J69S,20120115,3.80,16.8
GHCND:USS0011J69S,20120116,3.80,18.8
GHCND:USS0011J69S,20120117,2.24,6.3
GHCND:USS0011J69S,20120118,3.58,18.3
GHCND:USS0011J69S,20120119,1.34,11.9
GHCND:USS0011J69S,20120120,1.34,8.9
GHCND:USS0011J69S,20120121,0.89,11.4
GHCND:USS0011J69S,20120122,0.00,0.0
GHCND:USS0011J69S,20120123,0.00,0.0
GHCND:USS0011J69S,20120124,0.00,0.0
GHCND:USS0011J69S,20120125,0.67,6.7
GHCND:USS0011J69S,20120126,2.46,13.4
GHCND:USS0011J69S,20120127,0.00,0.0
GHCND:USS0011J69S,20120128,0.00,0.0
GHCND:USS0011J69S,20120129,1.34,6.3
GHCND:USS0011J69S,20120130,2.91,10.1
GHCND:USS0011J69S,20120131,2.91,5.8
GHCND:USS0011J69S,20120201,2.24,8.7
GHCND:USS0011J69S,20120202,1.79,18.6
GHCND:USS0011J69S,20120203,3.80,16.3
GHCND:USS0011J69S,20120204,2.91,15.2
GHCND:USS0011J69S,20120205,2.01,8.5
GHCND:USS0011J69S,20120206,2.68,6.3
GHCND:USS0011J69S,20120207,2.46,7.8
GHCND:USS0011J69S,20120208,2.01,10.7
GHCND:USS0011J69S,20120209,1.34,8.9
GHCND:USS0011J69S,20120210,1.79,8.7
GHCND:USS0011J69S,20120211,2.01,6.9
GHCND:USS0011J69S,20120212,1.34,8.9
GHCND:USS0011J69S,20120213,1.34,7.6
GHCND:USS0011J69S,20120214,1.79,9.8
GHCND:USS0011J69S,20120215,1.57,6.9
GHCND:USS0011J69S,20120216,2.46,9.2
GHCND:USS0011J69S,20120217,2.91,8.1
GHCND:USS0011J69S,20120218,2.46,8.1
GHCND:USS0011J69S,20120219,2.68,14.1
GHCND:USS0011J69S,20120220,2.01,10.3
GHCND:USS0011J69S,20120221,2.24,13.9
GHCND:USS0011J69S,20120222,4.70,25.3
GHCND:USS0011J69S,20120223,3.36,23.9
GHCND:USS0011J69S,20120224,2.68,8.3
GHCND:USS0011J69S,20120225,5.37,24.6
GHCND:USS0011J69S,20120226,2.91,13.2
GHCND:USS0011J69S,20120227,1.79,11.9
GHCND:USS0011J69S,20120228,2.46,14.3
GHCND:USS0011J69S,20120229,2.68,21.5
GHCND:USS0011J69S,20120301,3.13,16.3
GHCND:USS0011J69S,20120302,2.91,17.2
GHCND:USS0011J69S,20120303,1.79,11.4
GHCND:USS0011J69S,20120304,2.46,8.1
GHCND:USS0011J69S,20120305,3.58,14.1
GHCND:USS0011J69S,20120306,2.91,13.2
GHCND:USS0011J69S,20120307,2.68,12.3
GHCND:USS0011J69S,20120308,2.24,11.2
GHCND:USS0011J69S,20120309,2.91,7.2
GHCND:USS0011J69S,20120310,3.36,8.9
GHCND:USS0011J69S,20120311,4.03,18.1
GHCND:USS0011J69S,20120312,3.13,16.1
GHCND:USS0011J69S,20120313,3.80,15.4
GHCND:USS0011J69S,20120314,3.36,18.8
GHCND:USS0011J69S,20120315,3.36,12.8
GHCND:USS0011J69S,20120316,3.58,17.2
GHCND:USS0011J69S,20120317,2.91,16.1
GHCND:USS0011J69S,20120318,2.68,15.0
GHCND:USS0011J69S,20120319,3.58,14.3
GHCND:USS0011J69S,20120320,2.24,10.3
GHCND:USS0011J69S,20120321,2.24,7.8
GHCND:USS0011J69S,20120322,2.91,7.8
GHCND:USS0011J69S,20120323,3.13,12.8
GHCND:USS0011J69S,20120324,2.91,8.3
GHCND:USS0011J69S,20120325,3.13,12.1
GHCND:USS0011J69S,20120326,3.36,20.8
GHCND:USS0011J69S,20120327,2.68,14.1
GHCND:USS0011J69S,20120328,3.13,19.9
GHCND:USS0011J69S,20120329,2.68,15.9
GHCND:USS0011J69S,20120330,3.58,18.1
GHCND:USS0011J69S,20120331,4.47,18.8
GHCND:USS0011J69S,20120401,3.80,24.8
GHCND:USS0011J69S,20120402,2.46,14.3
GHCND:USS0011J69S,20120403,3.13,13.9
GHCND:USS0011J69S,20120404,3.58,21.0
GHCND:USS0011J69S,20120405,2.46,21.0
GHCND:USS0011J69S,20120406,4.47,15.9
GHCND:USS0011J69S,20120407,3.13,10.1
GHCND:USS0011J69S,20120408,3.58,13.2
GHCND:USS0011J69S,20120409,3.80,15.0
GHCND:USS0011J69S,20120410,3.36,11.4
GHCND:USS0011J69S,20120411,3.36,15.7
GHCND:USS0011J69S,20120412,2.46,12.3
GHCND:USS0011J69S,20120413,1.34,10.7
GHCND:USS0011J69S,20120414,1.79,10.7
GHCND:USS0011J69S,20120415,3.36,17.0
GHCND:USS0011J69S,20120416,2.91,14.8
GHCND:USS0011J69S,20120417,2.01,13.6
GHCND:USS0011J69S,20120418,2.46,11.4
GHCND:USS0011J69S,20120419,2.68,15.7
GHCND:USS0011J69S,20120420,3.13,13.9
GHCND:USS0011J69S,20120421,3.36,12.1
GHCND:USS0011J69S,20120422,3.80,25.9
GHCND:USS0011J69S,20120423,3.80,19.9
GHCND:USS0011J69S,20120424,3.80,18.1
GHCND:USS0011J69S,20120425,2.68,13.0
GHCND:USS0011J69S,20120426,3.80,22.6
GHCND:USS0011J69S,20120427,4.47,23.0
GHCND:USS0011J69S,20120428,2.91,14.3
GHCND:USS0011J69S,20120429,3.13,13.9
GHCND:USS0011J69S,20120430,4.47,23.7
GHCND:USS0011J69S,20120501,2.68,12.8
GHCND:USS0011J69S,20120502,3.36,13.4
GHCND:USS0011J69S,20120503,3.13,16.3
GHCND:USS0011J69S,20120504,2.91,12.8
GHCND:USS0011J69S,20120505,3.36,15.4
GHCND:USS0011J69S,20120506,3.13,13.9
GHCND:USS0011J69S,20120507,3.36,18.3
GHCND:USS0011J69S,20120508,3.13,14.1
GHCND:USS0011J69S,20120509,3.80,11.0
GHCND:USS0011J69S,20120510,4.03,14.8
GHCND:USS0011J69S,20120511,3.58,11.6
GHCND:USS0011J69S,20120512,3.36,13.0
GHCND:USS0011J69S,20120513,3.13,14.1
GHCND:USS0011J69S,20120514,3.58,10.5
GHCND:USS0011J69S,20120515,3.13,13.0
GHCND:USS0011J69S,20120516,2.91,15.0
GHCND:USS0011J69S,20120517,2.91,15.7
GHCND:USS0011J69S,20120518,2.68,15.0
GHCND:USS0011J69S,20120519,3.36,11.4
GHCND:USS0011J69S,20120520,3.36,11.6
GHCND:USS0011J69S,20120521,3.58,15.2
GHCND:USS0011J69S,20120522,3.36,13.6
GHCND:USS0011J69S,20120523,3.13,15.2
GHCND:USS0011J69S,20120524,2.68,12.8
GHCND:USS0011J69S,20120525,1.79,8.7
GHCND:USS0011J69S,20120526,3.58,18.3
GHCND:USS0011J69S,20120527,4.03,19.0
GHCND:USS0011J69S,20120528,2.91,9.6
GHCND:USS0011J69S,20120529,3.13,14.1
GHCND:USS0011J69S,20120530,3.36,13.4
GHCND:USS0011J69S,20120531,3.36,12.5
GHCND:USS0011J69S,20120601,3.36,12.1
GHCND:USS0011J69S,20120602,2.91,13.0
GHCND:USS0011J69S,20120603,3.13,10.7
GHCND:USS0011J69S,20120604,3.36,15.2
GHCND:USS0011J69S,20120605,3.58,21.9
GHCND:USS0011J69S,20120606,2.91,10.3
GHCND:USS0011J69S,20120607,3.36,11.4
GHCND:USS0011J69S,20120608,3.80,17.9
GHCND:USS0011J69S,20120609,3.80,20.8
GHCND:USS0011J69S,20120610,3.13,13.4
GHCND:USS0011J69S,20120611,3.13,11.0
GHCND:USS0011J69S,20120612,3.36,11.0
GHCND:USS0011J69S,20120613,3.36,13.0
GHCND:USS0011J69S,20120614,3.36,10.1
GHCND:USS0011J69S,20120615,2.91,13.4
GHCND:USS0011J69S,20120616,2.91,10.3
GHCND:USS0011J69S,20120617,3.80,15.2
GHCND:USS0011J69S,20120618,3.80,21.3
GHCND:USS0011J69S,20120619,3.13,14.1
GHCND:USS0011J69S,20120620,3.36,9.8
GHCND:USS0011J69S,20120621,3.13,9.8
GHCND:USS0011J69S,20120622,4.03,22.1
GHCND:USS0011J69S,20120623,3.80,18.8
GHCND:USS0011J69S,20120624,3.36,13.2
GHCND:USS0011J69S,20120625,3.58,16.1
GHCND:USS0011J69S,20120626,3.80,17.7
GHCND:USS0011J69S,20120627,3.58,13.0
GHCND:USS0011J69S,20120628,4.03,24.4
GHCND:USS0011J69S,20120629,3.36,14.1
GHCND:USS0011J69S,20120630,3.58,12.8
GHCND:USS0011J69S,20120701,3.58,12.5
GHCND:USS0011J69S,20120702,3.36,11.9
GHCND:USS0011J69S,20120703,3.58,20.1
GHCND:USS0011J69S,20120704,3.13,10.1
GHCND:USS0011J69S,20120705,1.57,8.3
GHCND:USS0011J69S,20120706,2.91,10.5
GHCND:USS0011J69S,20120707,2.46,11.2
GHCND:USS0011J69S,20120708,2.91,11.9
GHCND:USS0011J69S,20120709,2.91,10.3
GHCND:USS0011J69S,20120710,2.91,13.2
GHCND:USS0011J69S,20120711,2.46,13.0
GHCND:USS0011J69S,20120712,2.68,9.4
GHCND:USS0011J69S,20120713,2.46,16.6
GHCND:USS0011J69S,20120714,1.79,13.0
GHCND:USS0011J69S,20120715,2.01,8.5
GHCND:USS0011J69S,20120716,2.91,21.9
GHCND:USS0011J69S,20120717,3.36,15.2
GHCND:USS0011J69S,20120718,3.36,14.1
GHCND:USS0011J69S,20120719,2.91,9.4
GHCND:USS0011J69S,20120720,2.91,11.0
GHCND:USS0011J69S,20120721,2.68,10.1
GHCND:USS0011J69S,20120722,2.68,14.3
GHCND:USS0011J69S,20120723,2.68,11.4
GHCND:USS0011J69S,20120724,2.46,10.3
GHCND:USS0011J69S,20120725,3.13,11.0
GHCND:USS0011J69S,20120726,3.13,12.5
GHCND:USS0011J69S,20120727,2.91,14.5
GHCND:USS0011J69S,20120728,3.13,13.6
GHCND:USS0011J69S,20120729,2.91,11.4
GHCND:USS0011J69S,20120730,3.13,12.3
GHCND:USS0011J69S,20120731,2.46,11.9
GHCND:USS0011J69S,20120801,3.13,12.8
GHCND:USS0011J69S,20120802,3.58,15.0
GHCND:USS0011J69S,20120803,3.36,13.2
GHCND:USS0011J69S,20120804,3.13,12.5
GHCND:USS0011J69S,20120805,3.13,17.2
GHCND:USS0011J69S,20120806,3.13,13.0
GHCND:USS0011J69S,20120807,3.13,11.2
GHCND:USS0011J69S,20120808,3.36,16.6
GHCND:USS0011J69S,20120809,2.91,13.0
GHCND:USS0011J69S,20120810,2.46,21.9
GHCND:USS0011J69S,20120811,2.91,9.8
GHCND:USS0011J69S,20120812,2.91,11.2
GHCND:USS0011J69S,20120813,2.91,12.3
GHCND:USS0011J69S,20120814,3.36,12.5
GHCND:USS0011J69S,20120815,3.13,11.6
GHCND:USS0011J69S,20120816,3.36,11.6
GHCND:USS0011J69S,20120817,3.13,12.3
GHCND:USS0011J69S,20120818,3.13,12.1
GHCND:USS0011J69S,20120819,2.46,12.1
GHCND:USS0011J69S,20120820,3.13,16.3
GHCND:USS0011J69S,20120821,2.68,19.2
GHCND:USS0011J69S,20120822,2.46,8.7
GHCND:USS0011J69S,20120823,3.13,12.5
GHCND:USS0011J69S,20120824,3.36,12.3
GHCND:USS0011J69S,20120825,2.91,11.0
GHCND:USS0011J69S,20120826,3.13,17.0
GHCND:USS0011J69S,20120827,3.58,15.2
GHCND:USS0011J69S,20120828,3.36,14.1
GHCND:USS0011J69S,20120829,3.13,12.1
GHCND:USS0011J69S,20120830,2.91,14.5
GHCND:USS0011J69S,20120831,2.46,17.9
GHCND:USS0011J69S,20120901,2.24,18.6
GHCND:USS0011J69S,20120902,2.91,11.4
GHCND:USS0011J69S,20120903,3.13,12.1
GHCND:USS0011J69S,20120904,3.36,15.2
GHCND:USS0011J69S,20120905,3.36,13.0
GHCND:USS0011J69S,20120906,3.36,14.1
GHCND:USS0011J69S,20120907,3.13,12.3
GHCND:USS0011J69S,20120908,2.91,11.9
GHCND:USS0011J69S,20120909,3.36,14.8
GHCND:USS0011J69S,20120910,2.24,18.6
GHCND:USS0011J69S,20120911,2.91,13.6
GHCND:USS0011J69S,20120912,3.36,11.4
GHCND:USS0011J69S,20120913,2.91,10.1
GHCND:USS0011J69S,20120914,3.36,9.8
GHCND:USS0011J69S,20120915,3.58,12.8
GHCND:USS0011J69S,20120916,3.13,13.0
GHCND:USS0011J69S,20120917,3.13,12.3
GHCND:USS0011J69S,20120918,3.13,11.4
GHCND:USS0011J69S,20120919,3.36,10.7
GHCND:USS0011J69S,20120920,3.36,10.7
GHCND:USS0011J69S,20120921,3.13,9.2
GHCND:USS0011J69S,20120922,3.36,9.6
GHCND:USS0011J69S,20120923,2.68,15.0
GHCND:USS0011J69S,20120924,2.46,10.7
GHCND:USS0011J69S,20120925,1.12,8.3
GHCND:USS0011J69S,20120926,2.24,10.5
GHCND:USS0011J69S,20120927,2.68,13.0
GHCND:USS0011J69S,20120928,2.91,13.0
